,Make,Model,Buyer_Gender,Buyer_Age,Buzzword,Country,City,Dealer_Latitude,Dealer_Longitude,Color,New_Car,Purchase_Date,Sale_Price,Discount,Resell_Price,5-yr_Depreciation,Top_Speed,0-60_Time
7484,Suzuki,XL-7,Female,33,static,Malta,Mqabba,35.84763,14.46824,Blue,False,2013-07-13,93978.61,0.1204,37795.35,0.04,199.9,10.8
7485,Lotus,Esprit,Female,55,6th generation,Ireland,Leixlip,53.3653866,-6.4887534,Crimson,True,2016-09-17,87138.73,0.6921,9299.89,0.1,222.8,5.8
7486,Acura,MDX,Female,38,policy,United States,Santa Rosa,38.43923,-122.6673018,Teal,True,2011-07-15,48230.26,0.4703,45009.87,0.09,204.1,10.4
7487,Maserati,Spyder,Female,60,projection,China,Zhouling,35.119385,109.167435,Indigo,False,2015-07-18,16074.3,0.2614,18145.11,0.16,163.1,4.6
7488,Suzuki,Forenza,Male,38,Managed,French Polynesia,Otutara,-17.76667,-149.41667,Turquoise,True,2014-11-24,93411.1,0.0612,22828.81,0.12,180.1,3.3
7489,Volkswagen,Routan,Female,49,bottom-line,Afghanistan,‘Alāqahdārī Gēlān,32.72692,67.63696,Goldenrod,False,2007-09-14,12739.24,0.6334,21684.08,0.16,161.2,6.8
7490,GMC,Savana 3500,Female,32,methodology,Russia,Kuzovatovo,53.5460327,47.6885743,Teal,True,2017-01-15,76469.93,0.0681,29928.03,0.16,227.4,5.5
7491,Mazda,MX-5,Male,27,standardization,China,Zhouhe,31.613609,115.066889,Red,False,2017-01-19,10550.4,0.6411,39658.92,0.2,146.7,8.6
7492,Mitsubishi,Montero,Male,20,Streamlined,Indonesia,Ngedhusuba,-8.9542,121.032,Khaki,True,2010-04-09,12107.78,0.2639,24860.9,0.09,203.8,8.4
7493,Kia,Spectra,Female,73,web-enabled,Indonesia,Sendang,-7.935395,111.8210866,Fuscia,False,2006-01-19,15589.23,0.382,35679.42,0.06,122.2,3.6
7494,Mazda,Protege,Male,64,holistic,South Korea,Enjitsu,35.99417,129.345,Aquamarine,True,2006-06-06,22401.2,0.4223,8034.43,0.16,198.6,3.4
7495,BMW,3 Series,Female,63,contingency,United States,Roanoke,37.27,-79.94,Fuscia,False,2017-09-11,43232.41,0.6283,40441.54,0.04,202.3,2.6
7496,Cadillac,Seville,Male,68,5th generation,Ukraine,Luts’k,50.747233,25.325383,Teal,False,2007-03-28,47197.83,0.2123,21786.59,0.01,184.4,3.8
7497,Mercedes-Benz,E-Class,Male,25,secondary,Afghanistan,Qarāwul,37.2094994,68.775115,Orange,True,2019-05-31,42729.5,0.2374,15321.0,0.15,164.4,10.2
7498,Volkswagen,GTI,Male,69,disintermediate,South Africa,Atlantis,-33.5938745,18.5268253,Maroon,True,2020-07-19,36165.75,0.579,47444.36,0.04,202.3,5.9
7499,Chevrolet,Aveo,Male,59,internet solution,Japan,Onomichi,34.4344694,133.2279653,Aquamarine,False,2007-05-21,17873.18,0.0313,12655.05,0.14,187.5,14.9
7500,Pontiac,Trans Sport,Female,63,alliance,Russia,Pitkyaranta,61.5715454,31.4869341,Maroon,True,2012-03-30,22992.88,0.322,17000.02,0.1,212.0,6.3
7501,Audi,S6,Male,65,Ameliorated,Philippines,Tucuran,7.8518373,123.5810068,Maroon,True,2018-03-20,70372.58,0.5231,39952.15,0.14,202.0,6.1
7502,Volvo,850,Male,61,collaboration,China,Xiyuan,30.5859716,114.2689545,Turquoise,False,2004-05-02,19950.26,0.5522,9483.16,0.15,231.1,13.8
7503,Ford,Expedition,Male,47,Grass-roots,Portugal,Rio Covo,41.529235,-8.5859581,Purple,False,2002-12-06,61464.97,0.3663,38745.05,0.24,194.8,12.9
7504,Mitsubishi,Galant,Male,30,Polarised,Russia,Komendantsky aerodrom,60.0018505,30.2871797,Goldenrod,False,2020-02-23,24051.29,0.6606,23489.4,0.17,185.3,14.9
7505,Ford,Flex,Male,67,complexity,Argentina,General San Martín,-34.5802207,-58.5351929,Violet,True,2018-02-27,21627.94,0.3136,27715.63,0.1,203.0,2.9
7506,Honda,S2000,Male,44,orchestration,Togo,Bassar,9.2610914,0.7770529,Puce,False,2007-01-08,10635.31,0.001,10698.11,0.21,233.3,10.2
7507,Pontiac,G6,Male,39,Enterprise-wide,Ukraine,Kirovs’k,48.6354729,38.6373937,Aquamarine,False,2020-05-10,43394.26,0.2236,46064.82,0.17,190.5,4.9
7508,Infiniti,EX,Female,43,core,Belarus,Krasnapollye,53.3383537,31.3972255,Teal,True,2013-11-29,66713.76,0.5952,47046.97,0.14,221.9,4.8
7509,Suzuki,Esteem,Male,23,Versatile,Ivory Coast,Arrah,6.6746161,-3.9725378,Teal,True,2016-01-21,77565.68,0.0073,45936.05,0.17,186.5,8.2
7510,Lotus,Esprit,Female,28,3rd generation,China,Mashan,45.212088,130.478187,Purple,False,2003-06-08,93263.88,0.3445,29969.71,0.07,200.9,10.9
7511,Lexus,LS,Male,55,3rd generation,Russia,Starobelokurikha,52.05206,85.08765,Yellow,False,2017-05-09,81428.4,0.5361,6134.81,0.13,135.9,15.0
7512,Pontiac,Firefly,Male,38,client-driven,China,Xihanling,34.850606,114.860055,Blue,False,2012-11-17,56320.99,0.3095,25890.8,0.05,194.3,5.1
7513,Honda,Civic,Female,32,time-frame,South Africa,Roodepoort,-26.1631828,27.8252814,Yellow,True,2017-05-20,27933.18,0.6119,48390.66,0.2,216.9,6.7
7514,Subaru,Forester,Female,36,stable,Russia,Mayskiy,44.7790716,40.5449803,Fuscia,True,2002-05-12,52674.39,0.4722,45034.73,0.22,204.0,11.3
7515,Suzuki,Grand Vitara,Male,20,didactic,China,Daciyao,39.638035,113.737801,Mauv,False,2019-01-31,67716.47,0.0766,24391.04,0.21,122.9,2.4
7516,Nissan,Sentra,Female,42,real-time,Egypt,Al Maḩallah al Kubrá,30.9781287,31.162448,Orange,True,2017-08-21,30281.1,0.4622,6079.48,0.1,221.9,12.0
7517,GMC,Canyon,Male,60,Innovative,Russia,Staroderevyankovskaya,46.1327339,38.9644692,Indigo,True,2008-05-13,58745.47,0.3884,5036.0,0.24,130.7,13.0
7518,Ford,Contour,Female,69,intermediate,Russia,Shadrinsk,56.0895859,63.672798,Turquoise,False,2015-12-16,88070.23,0.2846,21116.76,0.24,204.8,7.2
7519,Isuzu,Trooper,Female,49,24-Jul,Tunisia,Siliana,36.0887208,9.3645335,Crimson,False,2020-10-17,76463.14,0.3549,15111.65,0.24,209.0,13.2
7520,Honda,Accord,Male,26,hierarchy,Albania,Kukur,40.8673649,20.3621596,Khaki,True,2015-01-24,45229.93,0.1329,5110.14,0.17,223.9,14.0
7521,Buick,LeSabre,Female,26,migration,South Korea,Chinch'ŏn,34.933333,126.583333,Aquamarine,True,2013-03-02,94733.15,0.3975,49266.95,0.04,121.0,7.2
7522,Lincoln,MKS,Male,41,impactful,Brazil,Garibaldi,-29.2581646,-51.5289168,Khaki,True,2004-02-22,26264.07,0.1742,11079.87,0.12,127.7,11.7
7523,Audi,A8,Female,34,Right-sized,Portugal,Refojos,41.5162209,-7.9927714,Fuscia,False,2004-08-08,21564.75,0.4344,15474.86,0.11,181.3,12.2
7524,GMC,2500,Female,29,explicit,Japan,Ōdate,37.0597622,140.8775769,Aquamarine,False,2007-06-23,92226.09,0.0054,30715.43,0.06,163.6,12.4
7525,Toyota,Land Cruiser,Male,37,impactful,Poland,Belsk Duży,51.8253953,20.8092134,Goldenrod,True,2005-04-26,63274.2,0.1866,38374.23,0.12,150.8,7.8
7526,Lexus,ES,Male,51,Focused,Bulgaria,Plovdiv,42.1450502,24.7558475,Goldenrod,True,2013-06-10,70579.76,0.692,43320.77,0.09,232.8,11.0
7527,Chevrolet,Cobalt,Female,71,tangible,Pakistan,Karak,30.3301201,66.9043672,Fuscia,True,2013-09-01,95940.82,0.4493,45315.16,0.04,208.6,3.9
7528,Isuzu,Rodeo,Male,38,Graphic Interface,Philippines,Mababanaba,15.5027303,120.5129814,Goldenrod,False,2010-12-02,59118.14,0.3003,22316.58,0.02,124.1,10.9
7529,Chevrolet,Camaro,Male,72,Synchronised,Albania,Karbunara e Vogël,40.92194,19.71778,Puce,True,2010-05-01,68253.53,0.4739,13801.22,0.03,213.5,12.2
7530,Hyundai,Scoupe,Male,31,standardization,Vietnam,Thị Trấn Yên Thế,22.0899425,104.7695962,Purple,False,2008-02-10,89168.92,0.5738,33507.06,0.04,190.9,2.9
7531,Ford,Thunderbird,Female,62,static,Indonesia,Tunggulsari,-6.5489311,111.0683954,Blue,True,2006-10-06,44346.66,0.5243,34237.38,0.2,124.0,14.6
7532,Chevrolet,Cobalt,Female,75,model,Japan,Tomakomai,42.6580023,141.6664383,Goldenrod,False,2020-09-09,16785.79,0.4262,12518.81,0.03,160.7,5.2
7533,Kia,Optima,Male,24,Extended,Japan,Annaka,36.3276673,138.8951009,Fuscia,True,2005-02-05,92879.75,0.2058,38537.79,0.16,146.7,12.3
7534,Mitsubishi,Chariot,Male,75,multi-tasking,Indonesia,Gogosuket,-8.0896,112.2944,Red,True,2014-11-07,28076.34,0.4716,23971.81,0.07,215.0,2.0
7535,Dodge,Ram 2500,Male,25,Exclusive,France,Mulhouse,47.7489727,7.3507066,Maroon,True,2012-09-25,97866.19,0.3532,26346.34,0.16,206.5,14.4
7536,Chevrolet,Corvette,Male,63,scalable,Peru,Huaraz,-9.5261154,-77.5287792,Red,False,2008-09-30,64997.37,0.023,13645.48,0.05,190.9,5.8
7537,Maserati,Quattroporte,Female,59,impactful,Armenia,Gagarin,40.5425073,44.868475,Violet,False,2006-01-29,63469.36,0.3834,34400.63,0.13,146.6,3.5
7538,Chevrolet,Suburban 2500,Female,74,Centralized,Portugal,São Sebastião,38.6681004,-27.0897051,Yellow,True,2007-08-18,70169.75,0.5963,9522.54,0.12,156.4,9.8
7539,Volvo,V40,Male,46,global,Russia,Topchikha,52.824354,83.119824,Crimson,True,2012-12-31,96431.22,0.3616,4652.85,0.24,196.3,14.6
7540,Mazda,Tribute,Male,57,Future-proofed,Russia,Voznesenskoye,54.8948642,42.7717966,Blue,True,2013-11-15,97565.66,0.3529,48108.1,0.2,169.2,10.3
7541,Subaru,Alcyone SVX,Female,39,secured line,China,Qingshandi,30.63963,114.385538,Blue,True,2004-07-01,64567.77,0.4473,5796.65,0.03,209.5,4.5
7542,Volvo,V70,Male,30,optimizing,Ireland,Monkstown,52.8314927,-8.9775014,Indigo,True,2006-02-28,87248.37,0.0312,36590.49,0.06,238.9,13.4
7543,Saab,09-Mar,Female,56,Optional,Greece,Áno Liósia,38.0817234,23.7036067,Green,True,2012-01-16,32926.32,0.6827,39212.1,0.17,164.5,6.8
7544,Mitsubishi,Sigma,Female,25,asynchronous,Indonesia,Gambiran,-8.4112772,114.1736608,Mauv,True,2009-08-01,57725.53,0.069,34178.35,0.2,211.0,9.4
7545,Toyota,Corolla,Female,60,value-added,Uzbekistan,Koson Shahri,39.04472,65.59082,Turquoise,False,2019-02-01,92630.39,0.3329,48454.57,0.04,167.5,11.1
7546,Hyundai,Accent,Male,27,moratorium,Brazil,Araripina,-7.57656,-40.4976324,Blue,False,2003-10-04,42712.99,0.0013,16820.11,0.13,138.2,6.7
7547,Plymouth,Voyager,Female,41,frame,Indonesia,Selemadeg Kelod,-8.4578388,115.0104608,Violet,True,2020-06-16,63350.42,0.6002,14900.67,0.22,163.8,9.9
7548,Oldsmobile,Aurora,Female,35,dedicated,Panama,La Palma,8.2853585,-78.1792434,Aquamarine,True,2016-01-05,46648.09,0.2435,35220.73,0.03,192.5,7.3
7549,Lexus,LS,Female,47,productivity,Serbia,Klek,45.4352011,20.4744696,Violet,True,2004-06-23,19749.13,0.4983,17033.25,0.06,219.9,9.5
7550,Subaru,Legacy,Male,26,Distributed,Argentina,San Martín de los Andes,-40.1500467,-71.3377934,Blue,False,2003-06-14,54534.67,0.1599,46762.19,0.07,212.0,11.0
7551,Toyota,TundraMax,Male,68,policy,Sudan,Kināna,14.0361,33.1712,Pink,False,2018-10-01,82088.94,0.2955,19567.82,0.02,244.8,12.0
7552,Isuzu,Space,Female,26,user-facing,Papua New Guinea,Ialibu,-6.2615781,143.9813542,Green,False,2016-07-12,14739.66,0.6025,5897.76,0.1,151.5,4.3
7553,Chevrolet,Express 3500,Female,69,Enhanced,Portugal,Mosteiros,37.8904348,-25.8207556,Violet,True,2007-03-24,64767.89,0.466,30862.76,0.03,163.3,6.1
7554,Ford,Escort,Female,52,Cross-group,Bolivia,Punata,-17.5467442,-65.8412017,Yellow,True,2013-12-29,43987.86,0.6397,13452.98,0.11,176.4,14.8
7555,Buick,Reatta,Female,60,array,Indonesia,Hampang,-3.283333,115.75,Mauv,True,2010-06-15,15973.26,0.2586,22426.17,0.21,231.3,9.8
7556,Studebaker,Avanti,Male,53,intranet,Kazakhstan,Būrabay,53.016924,70.0973718,Indigo,True,2017-06-01,52180.32,0.0681,17307.8,0.22,156.6,13.7
7557,Isuzu,Trooper,Male,51,protocol,Mali,Yélimané,15.1199067,-10.5718086,Puce,True,2011-06-12,49408.27,0.2551,26696.05,0.14,159.0,4.6
7558,Mazda,MX-5,Female,58,composite,Argentina,Valcheta,-31.4856187,-64.2353879,Puce,False,2002-10-08,79699.58,0.6869,49798.89,0.21,129.4,8.7
7559,Isuzu,Rodeo,Male,72,Universal,Philippines,Santa Fe,11.1856085,124.9202302,Red,False,2017-03-16,41261.06,0.2653,48890.8,0.2,233.1,11.5
7560,Toyota,Camry,Male,61,24-Jul,Sweden,Huddinge,59.2442754,18.0084483,Orange,True,2011-01-08,83006.34,0.4592,41734.0,0.12,188.3,8.5
7561,Saturn,Aura,Male,67,regional,Kazakhstan,Dzhetygara,52.2163528,61.2809373,Fuscia,True,2004-04-14,63001.31,0.0275,21425.59,0.11,187.8,7.3
7562,Porsche,911,Male,32,Assimilated,Brazil,Itapetininga,-23.5795137,-47.9985512,Fuscia,True,2017-09-14,33362.28,0.3545,15587.75,0.06,128.9,3.5
7563,Lexus,IS-F,Male,53,optimal,Nigeria,Pankshin,9.3278585,9.4311572,Goldenrod,True,2013-11-15,20793.81,0.6737,6452.03,0.18,128.8,5.6
7564,Infiniti,I,Female,72,Enhanced,China,Yantang,23.15998,113.327132,Mauv,True,2008-07-13,26701.61,0.3667,11838.13,0.07,162.4,9.6
7565,Saab,900,Male,58,orchestration,Russia,Omsk,55.0614182,73.2498639,Maroon,True,2007-08-17,27776.04,0.4355,37953.77,0.22,127.4,8.1
7566,Mercedes-Benz,W201,Male,65,strategy,Argentina,Caleufú,-40.1382194,-71.2883704,Purple,True,2010-04-06,59420.92,0.1613,47047.81,0.04,202.1,14.8
7567,Dodge,Viper,Female,38,well-modulated,Russia,Kolodeznyy,51.3531567,39.3015305,Orange,False,2002-11-09,25832.44,0.3847,35610.08,0.18,123.0,14.1
7568,Chrysler,300,Female,53,pricing structure,Philippines,Talospatang,15.9074577,120.4495523,Teal,False,2002-06-29,60231.34,0.6605,11734.9,0.22,149.2,12.5
7569,Mercedes-Benz,E-Class,Female,75,high-level,Philippines,Mambusao,11.427407,122.597251,Goldenrod,False,2006-05-04,95162.0,0.2534,41144.69,0.11,190.5,6.8
7570,Nissan,Armada,Female,58,customer loyalty,China,Anyuan,27.615202,113.870729,Khaki,False,2018-02-21,27050.92,0.557,41189.02,0.15,129.5,11.6
7571,Mazda,Mazda6,Male,52,concept,China,Duanjia,33.570769,117.015187,Goldenrod,False,2002-01-24,51966.13,0.376,4164.55,0.17,171.6,4.9
7572,Lexus,SC,Male,25,hierarchy,Indonesia,Kebonbencoy,-7.2528931,108.1886249,Crimson,True,2006-09-25,11578.04,0.6592,37787.18,0.11,249.3,2.7
7573,Oldsmobile,Silhouette,Male,39,Robust,Dominican Republic,Jicomé,19.3795618,-71.1948782,Violet,False,2014-05-12,42855.89,0.3112,29088.28,0.21,205.9,11.8
7574,Chevrolet,Corvair 500,Female,45,eco-centric,Belarus,Loyew,51.9377873,30.7892014,Khaki,True,2007-03-29,51919.71,0.0993,38943.25,0.16,204.2,7.2
7575,Subaru,Tribeca,Female,28,Phased,Colombia,Guapi,2.579401,-77.8138553,Khaki,True,2019-01-16,13470.85,0.313,26305.68,0.17,179.5,12.7
7576,Audi,A4,Female,45,background,Ecuador,Boca Suno,-0.69832,-77.14083,Aquamarine,True,2015-05-17,42798.87,0.6178,37207.64,0.11,201.9,6.7
7577,Chevrolet,Malibu,Female,73,paradigm,Russia,Chernyshevsk,52.4040809,116.8110808,Orange,True,2011-05-21,63849.44,0.0721,3241.44,0.06,217.2,13.5
7578,GMC,Vandura 2500,Male,63,Balanced,France,Alès,44.0570174,4.0057868,Goldenrod,True,2002-07-25,38358.38,0.5727,14913.87,0.17,185.0,10.4
7579,Dodge,Monaco,Female,45,Distributed,China,Maba,33.338894,105.066014,Fuscia,False,2002-07-27,64236.63,0.53,33398.74,0.09,235.7,13.0
7580,Honda,Prelude,Female,24,De-engineered,Indonesia,Long Layu,3.61023,115.69993,Yellow,False,2019-05-13,94695.35,0.3966,44214.25,0.16,241.6,8.2
7581,Chrysler,Aspen,Male,32,paradigm,Indonesia,Penanggal,-8.1461903,113.0428974,Mauv,True,2006-11-22,70608.56,0.365,6106.18,0.08,146.7,6.3
7582,Cadillac,Escalade,Female,59,local area network,Indonesia,Tadabliro,-8.6847,122.2162,Goldenrod,True,2019-03-22,50265.25,0.4927,25311.79,0.17,216.0,2.2
7583,Hyundai,Sonata,Male,38,Extended,Indonesia,Banjar Jagasatru,-8.5610656,115.1372238,Orange,False,2003-02-21,96974.82,0.1251,9487.94,0.15,127.6,13.7
7584,Mazda,CX-9,Male,56,Multi-channelled,France,Bressuire,46.8118134,-0.5451553,Khaki,False,2005-05-04,75172.11,0.0328,45883.69,0.25,158.2,9.5
7585,Mitsubishi,Diamante,Female,23,Total,Egypt,Al Jīzah,30.0130557,31.2088526,Mauv,True,2018-04-16,45543.68,0.1759,29824.24,0.14,171.4,6.4
7586,Lamborghini,Murciélago,Female,68,Pre-emptive,Russia,Grebnevo,55.9496102,38.0865214,Goldenrod,True,2004-05-15,81379.98,0.5704,5352.26,0.13,128.2,13.7
7587,Dodge,Dakota Club,Female,53,Adaptive,Myanmar,Mawlamyine,16.4543173,97.6439611,Red,False,2012-05-20,11013.79,0.5693,7422.07,0.05,154.6,10.0
7588,Chevrolet,Prizm,Female,45,conglomeration,China,Gangbei,23.11153,109.57224,Green,False,2005-01-27,19147.71,0.321,5292.38,0.21,172.2,10.8
7589,Chevrolet,Avalanche 1500,Female,34,solution,Japan,Hirara,24.8051928,125.2789544,Orange,True,2016-07-30,69973.23,0.0347,14026.47,0.25,127.8,8.6
7590,Infiniti,M,Male,42,attitude-oriented,Indonesia,Pasirputih,-7.698725,113.8465758,Blue,True,2019-08-16,31042.46,0.146,30872.49,0.22,186.2,14.1
7591,Plymouth,Colt Vista,Female,53,zero tolerance,Italy,Cagliari,39.2186229,9.113797,Violet,False,2010-02-08,67057.61,0.0354,34763.06,0.23,170.8,8.0
7592,Infiniti,QX,Female,41,Multi-tiered,Sweden,Åkersberga,59.4746074,18.2397247,Crimson,False,2020-11-11,87821.46,0.3998,9828.69,0.21,133.8,11.1
7593,Suzuki,Swift,Male,62,Intuitive,Russia,Tver,53.543617,49.2636336,Khaki,True,2006-04-13,72910.28,0.5199,41548.72,0.13,135.6,10.8
7594,Ram,2500,Female,65,clear-thinking,Brazil,Diamantina,-18.2417866,-43.6035055,Teal,True,2008-07-14,29864.63,0.1594,29782.82,0.21,207.6,5.7
7595,Aston Martin,Vantage,Male,51,capability,China,Nanjie,26.6849798,100.7492159,Khaki,True,2009-06-14,35390.77,0.4307,19027.01,0.14,224.9,12.6
7596,Chevrolet,Tahoe,Male,64,Persevering,China,Zhetang,29.1416432,119.7889248,Red,True,2010-02-28,58709.12,0.3084,35596.22,0.07,159.1,3.3
7597,Chevrolet,TrailBlazer,Female,58,Compatible,China,Meipu,45.7718709,126.6701902,Maroon,False,2014-04-09,81627.47,0.5336,25091.72,0.04,188.9,9.8
7598,Nissan,Maxima,Male,65,Proactive,Canada,Adstock,46.0466966,-71.0768076,Aquamarine,False,2010-05-18,77030.7,0.5163,9134.99,0.04,199.9,4.2
7599,Lotus,Esprit,Male,26,Optimized,Canada,Ashcroft,50.72372,-121.28207,Goldenrod,False,2016-01-26,11683.83,0.1387,8808.39,0.17,127.1,7.6
7600,BMW,X3,Male,60,solution-oriented,Philippines,Patnongon,10.9322366,121.9864492,Purple,False,2016-01-03,32143.33,0.6683,29934.35,0.05,238.6,14.7
7601,Infiniti,FX,Female,47,middleware,Brazil,Buritizeiro,-17.1885187,-45.1494505,Puce,True,2009-11-12,64093.07,0.2363,30094.36,0.13,148.8,14.7
7602,Subaru,Legacy,Female,20,Organic,Philippines,Marcos,14.6822054,121.0676438,Goldenrod,False,2011-01-02,90688.48,0.2507,8161.34,0.22,209.6,11.3
7603,GMC,Suburban 1500,Male,68,Stand-alone,Azerbaijan,Bakıxanov,40.4249808,49.950331,Turquoise,True,2014-04-10,60177.51,0.3041,8455.11,0.1,133.8,9.9
7604,Honda,Fit,Male,42,hub,Jordan,Mafraq,32.341673,36.2020028,Yellow,True,2014-04-22,54923.09,0.6464,17346.04,0.13,201.2,5.5
7605,Lexus,GS,Male,27,archive,Pakistan,Chambar,25.4251732,68.7514645,Red,False,2007-10-10,33730.8,0.463,14690.89,0.11,161.2,14.8
7606,Chevrolet,Tahoe,Female,61,utilisation,Venezuela,Cumanacoa,10.2471959,-63.9201942,Mauv,True,2015-01-16,69145.45,0.2404,3897.85,0.21,206.5,6.4
7607,Mazda,MX-6,Female,22,user-facing,Dominican Republic,Gonzalo,19.0077085,-69.7320914,Mauv,True,2016-10-10,43589.88,0.2971,41914.96,0.14,208.1,13.2
7608,Hyundai,Santa Fe,Female,67,Adaptive,Malaysia,Pulau Pinang,5.3523231,100.3573891,Teal,True,2003-11-25,37967.16,0.2432,31889.07,0.12,148.8,4.2
7609,Nissan,Pathfinder,Female,64,Future-proofed,Sweden,Sölvesborg,56.0302709,14.7602035,Aquamarine,False,2008-08-02,48599.37,0.0232,5222.61,0.02,240.7,6.1
7610,Volkswagen,GTI,Female,29,flexibility,China,Dongpu,23.113478,113.417068,Fuscia,False,2011-06-21,65783.76,0.0612,19921.57,0.11,243.3,9.7
7611,Mercedes-Benz,GL-Class,Male,32,Up-sized,Colombia,Cácota,7.268697,-72.642495,Turquoise,True,2002-06-05,35888.59,0.5488,15026.35,0.18,141.8,3.6
7612,Honda,Passport,Female,52,Persistent,China,Zengjia,30.411429,118.390218,Maroon,True,2003-03-27,40449.87,0.3327,11265.94,0.18,169.4,4.6
7613,Mercury,Cougar,Male,21,Decentralized,Indonesia,Tasikmalaya,-7.3505808,108.2171633,Teal,False,2002-07-29,61628.85,0.6457,35548.93,0.12,139.8,12.7
7614,Acura,ZDX,Female,44,actuating,Indonesia,Galis Dua,-6.308986,106.8766009,Blue,True,2013-01-19,54287.05,0.3902,46282.65,0.07,171.1,4.7
7615,Lamborghini,Countach,Female,46,structure,Russia,Talovyy,47.8075,40.107778,Violet,False,2015-06-15,49876.08,0.0106,16055.03,0.21,141.5,10.0
7616,Dodge,Caravan,Female,58,Proactive,China,Jiang’an,30.600064,114.309091,Purple,False,2016-09-14,45450.2,0.4798,6401.96,0.21,247.0,4.0
7617,Lotus,Exige,Female,28,system engine,Poland,Osielec,49.6805192,19.7822663,Purple,True,2015-12-19,17074.98,0.3796,2197.22,0.22,216.3,14.0
7618,GMC,Savana 3500,Male,33,Business-focused,China,Nanfeng,27.218444,116.525725,Red,True,2005-03-26,31290.73,0.4531,39693.02,0.08,142.9,5.0
7619,Kia,Sedona,Male,73,bi-directional,Croatia,Dubrovnik,42.6586378,18.1013637,Red,False,2004-02-23,87969.27,0.0179,32001.08,0.05,149.6,14.0
7620,GMC,Acadia,Male,42,Mandatory,Indonesia,Jepuro,-6.7282418,111.1447759,Aquamarine,False,2010-08-20,40041.27,0.1166,22158.51,0.19,225.1,8.9
7621,Mazda,929,Female,67,Public-key,France,Le Mans,47.9956173,0.1924459,Maroon,False,2013-07-15,67720.04,0.4184,21186.05,0.02,134.5,8.1
7622,Dodge,Caravan,Female,45,policy,Thailand,Sakon Nakhon,17.1566617,104.1331684,Turquoise,True,2002-12-14,72121.74,0.665,45414.46,0.07,198.0,3.1
7623,Infiniti,M,Female,70,Persevering,Nigeria,Onueke,6.1323473,8.0219738,Violet,False,2008-10-05,40688.11,0.5806,15995.58,0.18,245.1,12.9
7624,Panoz,Esperante,Female,23,Digitized,Iran,Shāhīn Dezh,36.6740953,46.570133,Crimson,True,2017-10-23,83492.56,0.1152,20366.42,0.2,235.9,9.5
7625,GMC,Sonoma Club Coupe,Female,51,Programmable,Ethiopia,Nazrēt,8.5263486,39.2583293,Turquoise,True,2006-05-27,83671.29,0.3171,25382.89,0.15,210.5,14.4
7626,Chevrolet,Cobalt,Male,21,leverage,United States,Springfield,42.1072582,-72.5815752,Turquoise,True,2018-04-11,78610.5,0.0777,49681.38,0.02,140.8,3.3
7627,Kia,Sedona,Female,55,extranet,Azerbaijan,Pushkino,39.4598833,48.5509813,Mauv,True,2012-11-21,33030.46,0.0732,42087.35,0.12,124.2,8.6
7628,Pontiac,Trans Sport,Male,56,leverage,Saint Vincent and the Grenadines,Byera Village,13.2570942,-61.125756,Crimson,True,2018-09-16,95421.45,0.5905,44534.72,0.09,120.6,10.8
7629,Isuzu,i-Series,Male,44,Sharable,Czech Republic,České Meziříčí,50.2867981,16.0442852,Green,False,2020-04-17,13038.0,0.6548,32180.13,0.1,192.4,2.3
7630,Volkswagen,Cabriolet,Female,29,multi-tasking,South Africa,Greytown,-29.0748919,30.6057342,Khaki,False,2019-10-07,18046.35,0.6487,38808.2,0.13,238.3,10.3
7631,Buick,Terraza,Male,74,Cross-platform,Panama,Colón,9.359302,-79.8998608,Maroon,True,2002-05-16,62057.59,0.0301,23199.11,0.07,156.5,11.8
7632,GMC,2500 Club Coupe,Male,74,Business-focused,Cape Verde,Espargos,16.7560469,-22.9386472,Blue,True,2014-06-10,83885.97,0.5036,18556.9,0.23,126.8,13.6
7633,Mitsubishi,Mirage,Female,35,uniform,Cuba,Nuevitas,21.5500232,-77.2692503,Teal,True,2018-05-09,62531.75,0.0092,48489.38,0.23,236.9,5.1
7634,Toyota,Camry,Male,71,Switchable,Finland,Nakkila,61.3660499,22.0084795,Indigo,False,2012-06-30,38854.6,0.0754,2126.92,0.12,211.7,14.4
7635,Chevrolet,Silverado 3500,Male,28,knowledge base,China,Huangling,35.579427,109.262961,Khaki,False,2016-11-06,60763.5,0.3698,29606.89,0.19,234.6,9.0
7636,Ford,Taurus,Female,56,human-resource,Slovenia,Razvanje,46.5222421,15.6550008,Green,True,2015-03-11,44852.48,0.1305,45459.23,0.11,129.7,9.4
7637,Lexus,RX,Male,32,Managed,Indonesia,Krajan Tegalombo,-7.9110809,111.4253892,Aquamarine,False,2006-07-07,29330.98,0.3117,14404.09,0.17,211.8,7.9
7638,Mitsubishi,Chariot,Male,69,task-force,Thailand,Ko Samui,9.4693943,99.9688636,Maroon,True,2007-01-01,43613.96,0.1523,44302.99,0.06,163.6,3.1
7639,Nissan,240SX,Female,57,eco-centric,Mexico,Benito Juarez,28.42456,-106.8458626,Turquoise,False,2004-10-18,50441.08,0.1031,20688.8,0.24,198.7,14.1
7640,Dodge,Ram 2500,Female,47,Intuitive,Mexico,Altavista,19.3468041,-99.2002892,Blue,False,2010-12-01,32951.67,0.0587,33594.23,0.2,186.4,4.5
7641,Hummer,H1,Female,70,Triple-buffered,China,Gubeikou,40.692169,117.163821,Purple,False,2016-07-23,73694.81,0.6308,23993.59,0.07,246.8,9.4
